eps,min_samples,Ticker,Cluster
7.286454884514308,3,DPLM.L,0
7.286454884514308,3,EDV.L,0
7.286454884514308,3,ENT.L,0
7.286454884514308,3,EXPN.L,0
7.286454884514308,3,FCIT.L,0
7.286454884514308,3,FRES.L,-1
7.286454884514308,3,GAW.L,0
7.286454884514308,3,GLEN.L,-1
7.286454884514308,3,GSK.L,0
7.286454884514308,3,HLMA.L,0
7.286454884514308,3,HSBA.L,0
7.286454884514308,3,HSX.L,0
7.286454884514308,3,HWDN.L,0
7.286454884514308,3,IAG.L,0
7.286454884514308,3,ICG.L,0
7.286454884514308,3,IGG.L,0
7.286454884514308,3,IHG.L,0
7.286454884514308,3,III.L,-1
7.286454884514308,3,IMB.L,0
7.286454884514308,3,IMI.L,0
7.286454884514308,3,INF.L,0
7.286454884514308,3,ITRK.L,0
